Brand/Title,Platform,Date ,Campaign,Optimization,Change(s),Optimization Score ,Results/Next step,Date Change(s) was made,Optimization made by,,,,,,,,
GDT,Social,09-13-2024,PWX_GDT_Control_CBO_Circ,Changes made,"In ad set ""PWX_GDT_Competitors_Evergreen_Jun24"" we have paused the creative 'PWX_GDT_Control_Evergreen_Video_V2 2' due to high CPA and launched the creative 'PWX_GDT_Control_Evergreen_Video_V3' to test.
In ad set ""PWX_GDT_LAL_Purchasers_Evergreen_Jun24"" we have paused the creative 'PWX_GDT_Control_Evergreen_Video_V3' and 'Image_Mar24 Image 7_Control' due to high cpa, 
",,,09-13-2024,Jayanth,,,,,,,,
GDT,Social,09-16-2024,PWX_GDT_Control_CBO_Circ,Changes made,"In ad set ""PWX_GDT_Stacked_Social Engagement_Social Engagement LAL_Evergreen"" we have paused the creative 'PWX_GDT_Control_Evergreen_Video_V2' due to high cpa on weekends. And launched the creative 'Image_Dec23 Image 5_Control' to test.
",,,09-16-2024,Jayanth,,,,,,,,
GDT,Bing,09-17-2024,PWX_GDT_Circ_PMax_Mar 2024,Changes made,We have increased the bid for the top performing keywords to rank in top of the page and drive some conv.,,,09-17-2024,Jayanth,,,,,,,,
GDT,Social,09-18-2024,PWX_GDT_Control_CBO_Circ,Changes made,"In ad set ""PWX_GDT_Competitors_Evergreen"" we have paused the creative 'PWX_GDT_Control_Evergreen_Video_V3' due to the amount spent with no conv from the last 17 days.
We also launched the creative 'Image_Dec23 Image 7_Control' to test.
In ad set ""PWX_GDT_Stacked_Social Engagement_Social Engagement LAL_Evergreen"" we have paused the creative 'PWX_GDT_Control_Evergreen_Video_V3' due to the amount spent with no conv from the last 17 days.And launched the creative 'Image_Dec23 Image 7_Control' to test.",,,09-18-2024,Jayanth,,,,,,,,
GDT,Social,09-23-2024,PWX_GDT_Control_CBO_Circ,Changes made,"In ad set ""PWX_GDT_Competitors_Evergreen"" we have paused the creative 'Image_Dec23 Image 7_Control' due to the amount spent with no conv, and launched the creative 'Image_Dec23 Image 5_Control' and 'Image_Dec23 Image 6_Control' to test.

",,,09-23-2024,Jayanth,,,,Social(June 24),,SEM (June 24),,Bing(June 24)
GDT,Bing,09-23-2024,PWX_GDT_Circ_PMax_Mar 2024,Changes made,"We have paused the keyword:outdoor garden gates due to high cpa in the last 7 days
We have increased the bid for the keyword Garden Gate magazine by 4.02, and our competitors ranking high at the top of the page to overcome we have increased the bid.
We have added new keywords:renew garden gate magazine and garden gate subscription renewal, to test since we have received a conv in search terms
We have increased the bid for the unknown age by 10% and male by 5 since it has performed well in the last 14 days with good no conv.


",,,09-23-2024,Jayanth,,,,"Summary

Optimizations Insights:

""• In adset 'PWX_GDT_Stacked_Social Engagement_Social Engagement LAL_Evergreen_Jun24', we paused the creative 'PWX_GDT_Control_Evergreen_Video_V2' due to high cpa
""

""• In adset 'PWX_GDT_LAL_Subscriber_Evergreen_Jun24', we paused the creative 'Image_Jun24 Image 3_Control due to only amount spent and zero conversions
""



• In adset 'PWX_GDT_Retargeting_NL/IP Lists_Jun24', we duplicated the creative 'PWX_GDT_Control_Evergreen_Video_V2' due to high cpa and paused the older one.



Agenda for the following month:
• We will persist in making optimizations based on performance trends to continually improve the campaign's effectiveness and efficiency.
• It is worth exploring the possibility of launching ad sets that have not been previously tested. This allows us to uncover new opportunities and potentially tap into untapped audiences.
• We will relaunch ads and ad sets that have shown strong performance in the past. By leveraging successful past campaigns, we can potentially replicate their success and achieve positive results.
• We will conduct research to identify new interest-based audiences. This will help us expand our targeting options and reach a broader audience who may be interested in our offerings.",,"Summary

Overall Insights:

Agenda for the following month:

GDT PMAX:

",,"Summary

""We have paused the keyword:outdoor garden gates due to high cpa in the last 7 days
We have increased the bid for the keyword Garden Gate magazine by 4.02, and our competitors ranking high at the top of the page to overcome we have increased the bid.
We have added new keywords:renew garden gate magazine and garden gate subscription renewal, to test since we have received a conv in search terms
We have increased the bid for the unknown age by 10% and male by 5 since it has performed well in the last 14 days with good no conv.



"
GDT,SEM,09-24-2024,PWX_GDT_Circ_PMax_Mar 2024,Changes made,"We have added new site links to drive more relevant traffic.
We have added a new keyword: garden design magazine to test which as shown a good no of conv in search terms.
We have paused the keywords, which are spent with no conv for the last 30 days.
[plant magazine],""+buy +garden +gate"",[subscribe to garden gate magazine],[gardening publications].
We have increased the bid for the keywords: [gardening publications] by $2.28, [gardening mags] by 2.40$,""garden magazines"" by 2.50$,
[gardengate] by 2.15$,[the garden gate magazine] by 1.15$,
",,,09-24-2024,Jayanth,,,,,,,,
GDT,Social,09-24-2024,PWX_GDT_Control_CBO_Circ,Changes made,"In adset ""PWX_GDT_LAL_Purchasers_Evergreen_Jun24"" we have paused the creative 'PWX_GDT_Control_Evergreen_Video_V2' due to high CPA.",,,09-24-2024,Jayanth,,,,,,,,
GDT,Social,09-26-2024,PWX_GDT_Control_CBO_Circ,Changes made,"In adset ""PWX_GDT_Competitors_Evergreen_Jun24"" we have paused the creative 'PWX_GDT_Control_Evergreen_Video_V3' due to high CPA. and launched the creative 'Image_Dec23 Image 5_Control' to test.
",,,09-26-2024,Jayanth,,,,,,,,
GDT,Social,09-30-2024,PWX_GDT_Control_CBO_Circ,Changes made,"In adset ""PWX_GDT_Competitors_Evergreen"" we have paused the creative 'Image_Dec23 Image 6_Control' due to high CPA, and launched the creative 'PWX_GDT_Control_Evergreen_V8 to test.
",,,09-30-2024,Jayanth,,,,,,,,
GDT,Social,10-01-2024,PWX_GDT_Control_CBO_Circ,Changes made,"In ad set ""PWX_GDT_Competitors_Evergreen_Jun24"" we have paused the creative 'Image_Dec23 Image 5_Control' due to high CPA in the last 3 days,and relaunched the creative 'PWX_GDT_Control_Evergreen_Video_V2' to test.
and launched the creative 'Image_Jun24 Image 1_Control' to test.
In ad set ""PWX_GDT_Stacked_Social Engagement_Social Engagement LAL_Evergreen_Offer Exp Test"" we have paused the creative 'Image_Sept24 Image 1_1mo' due to high CPA in the last 7 days,
and launched the creative 'Image_Sept24 Image 2_1mo' to test.
In ad set ""PWX_GDT_Retargeting_Order Page Abandoners_Evergreen"" we have paused the creative 'PWX_GDT_Control_Evergreen_Video_V2' due to high CPA in the last 3 days,
and launched the creative 'Image_Jun24 Image 4_Control' to test.
",,,10-01-2024,Jayanth,,,,,,,,
GDT,Social,10-04-2024,PWX_GDT_Control_CBO_Circ,Changes made,"In ad set ""PWX_GDT_Competitors_Evergreen_Jun24"" we have paused the creative 'PWX_GDT_Control_Evergreen_Video_V2' due to high CPA in last 7 days.
By comparing the last 7 days we have paused the ad set ""PWX_GDT_Competitors_Evergreen_Jun24 due to high CPA and launched the ad set ""PWX_GDT_LAL_Purchasers_Evergreen_Offer Exp Test"" to test.
",,,10-04-2024,Jayanth,,,,,,,,
GDT,Social,10-09-2024,PWX_GDT_Control_CBO_Circ,Changes made,We have paused the PWX_GDT_Control_Evergreen_V8 ad in the PWX_GDT_Competitors_Evergreen ad set since it has a high spend with no conversions. And launched the ad 'Image_Mar24 Image 10_Control' and relaunched the creative 'Image_Dec23 Image 5_Control' to test.,,,10-09-2024,Jayanth,,,,,,,,
GDT,Social,10-11-2024,PWX_GDT_Control_CBO_Circ,Changes made,"In ad set ""PWX_GDT_Competitors_Evergreen"" we have paused the creatives 'Image_Dec23 Image 5_Control' and 'PWX_GDT_Control_Evergreen_Video_V2' due to high amount with no conv yesterday.
And cloned & launched the creative 'PWX_GDT_Control_Evergreen_Video_V2 – Copy and 'Image_Dec23 Image 5_Control' to test.
In ad set "" PWX_GDT_LAL_Purchasers_Evergreen_Jun24"" we have launched the top performing creatives 'Image_Dec23 Image 5_Control' and 'Image_Sept23 Image 2_Control' to test. And paused the creative 'Image_Sept24 $4 Image 1_Control' due to the amount spent with no conv.
We have paused the ""PWX_GDT_Competitors_Evergreen"" ad set due to high CPA from last 14 days.",,,10-11-2024,Jayanth,,,,,,,,
GDT,Social,10-14-2024,PWX_GDT_Control_CBO_Circ,Changes made,"In ad set ""PWX_GDT_Retargeting_Order Page Abandoners_Evergreen"" we have paused the creative 'PWX_GDT_Control_Evergreen_Video_V2' due to amount spent with no conv from last 3 days.
In ad set ""PWX_GDT_LAL_Purchasers_Evergreen_Jun24"" we have paused the creative 'PWX_GDT_Control_Evergreen_Video_V2 – Copy' due to high CPA.
We have launched the ad set ""PWX_GDT_Competitors_Evergreen"" to test.
",,,10-14-2024,Jayanth,,,,,,,,
GDT,SEM,10-15-2024,PWX_GDT_RSA_Circ,Changes made,"We have added new keywords: gardening magazines, gardening magazine, garden gate magazine reviews, and garden magazine, to test, which has shown a good no of conv in search terms these keywords might help to get more traffic and good conv to the campaign.
We have increased the bid for the keywords:[garden gate magazine] by $1, and ""garden gate magazine"" by $2.40, since these were the performing keywords that stoped giving conv from the last 3 days.
We have paused the keyword: [www gardengatecustomerservice com] due to low search volume.
We have increased the bid for the unknown age, gender, and household income by 5%
",,,10-15-2024,Jayanth,,,,,,,,
GDT,Bing,10-16-2024,PWX_GDT_Circ_PMax_Mar 2024,Changes made,"We have added new keywords: garden gate and garden gate store to test which has shown a good no of conv in search terms these keywords might help to get more traffic and good conv to the campaign.
We have paused the keywords: garden gate magazine subscription deals due to low search volume and paused the keyword +garden +gate +magazine due to High CPA in the last 30 days,
Garden Gate magazine website paused due to the amount spent with no conv from the last 30 days,
We have increased the bid for the keywords to rank on the top of the page and get good no conv: garden gate magazine com by 0.70$, the garden gate magazine by 0.64$, gardengate com by 0.80$,
garden gate magazine by $3 and gardengate by 1.50$.


",,,10-16-2024,Jayanth,,,,,,,,
GDT,SEM,10-16-2024,PWX_GDT_RSA_Circ,Changes made,"We have paused the keyword: ""garden gate magazine"" due to high CPA in the last 14 days with 1 conv, decreased the bid for the keyword [gardening mags] by 1.80$ due to the amount spent with no conv from the last 3 days.
Top performing keyword: [garden gate magazine] increased the high CPA in the last 3 days we have decreased the bid by 0.96$ due to taking control of CPA.
We have paused the Site links, Callouts, Structure snippets, and some images that had high CPA in the last 7 days.

",,,10-16-2024,Jayanth,,,,,,,,
GDT,Social,10-18-2024,PWX_GDT_Control_CBO_Circ,Changes made,"In ad set ""PWX_GDT_LAL_Purchasers_Evergreen_Jun24"" we have paused the creatives 'PWX_GDT_Control_Evergreen_Video_V3' due to high cpa, and 'Image_Dec23 Image 5_Control' due to amount spent.
and we have launched the new creative 'Image_Sept24 52% Image 1_Control' to test.",,,10-18-2024,Jayanth,,,,,,,,
GDT,Bing,10-22-2024,PWX_GDT_RSA_Circ,Changes made,"We have paused the keyword:garden gate magazine in exact match and launched in phrase match to test last 14 days we didn't receive any conv so we wanted to test in phrase match with the high bid
We have added a new keyword: gardengatemagazine.com/save which has given good conv in SQR.
We have decreased the bid for the age:50-64 and 35-49 by -5% due to the amount spent with no conv in the last 7 days.
We have decreased the bid for the Male by -10% due to the amount spent with no conv in the last 7 days.


",,,10-22-2024,Jayanth,,,,,,,,
GDT,Social,10-24-2024,PWX_GDT_Control_CBO_Circ,Changes made,"In ad set ""PWX_GDT_Competitors_Evergreen_Jun244"" we have paused the creatives 'PWX_GDT_Control_Evergreen_Video_V3' due to high cpa, we have launched the new creative 'Image_GDT Mar Refresh V3_Control' to test.
",,,10-24-2024,Jayanth,,,,,,,,
GDT,Social,10-28-2024,PWX_GDT_Control_CBO_Circ,Changes made,"We have paused the ad set ""PWX_GDT_Competitors_Evergreen_Jun24"" due to high CPA in last 3 days with 1 conv.
In ad set ""PWX_GDT_LAL_Purchasers_Evergreen_Jun24"" we ahve paused the creative 'Image_Dec23 Image 5_Control' due to amount spent with no conv from last 3 days.
In ad set ""PWX_GDT_Stacked_Social Engagement_Social Engagement LAL_Evergreen_Offer Exp Test"" we have paused the creative 'Image_Sept24 Image 3_1yr'  due to amount spent with no conv from last 14 days.
",,,10-28-2024,Jayanth,,,,Social(July 24),,SEM (July 24),,Bing(July 24)
GDT,Social,10-29-2024,PWX_GDT_Control_CBO_Circ,Changes made,"In ad set ""PWX_GDT_LAL_Purchasers_Evergreen_Jun24"" we have paused the creatives 'PWX_GDT_Control_Evergreen_Video_V2', 'Image_Sept23 Image 2_Control', and 'Image_Sept24 52% Image 1_Control'  due to amount spent and high CPA.
In ad set ""PWX_GDT_Stacked_Social Engagement_Social Engagement LAL_Evergreen_Offer Exp Test"" we have paused the creative 'Image_Sept24 Image 2_1yr' due to high amount spent, and launched the creative 'Image_Sept24 Image 4_1yr' to test.


",,,10-29-2024,Jayanth,,,,"Summary

Optimizations Insights:

""• We paused the adset 'PWX_GDT_Retargeting_NL/IP Lists_Jun24' due to poor perfromance and activated the adset 'PWX_GDT_LAL_Purchasers_Evergreen_Jun24' with the June creatives

""
""• In adset 'PWX_GDT_LAL_Purchasers_Evergreen_Jun24', we paused the creative 'PWX_GDT_Control_Evergreen_Video_V2 – Copy; due to high cpa
• In adset 'PWX_GDT_Competitors_Evergreen_Jun24', we paused the creative 'Image_Jun24 Image 6_Control' due to high cpa

""

Agenda for the following month:
• We will persist in making optimizations based on performance trends to continually improve the campaign's effectiveness and efficiency.
• It is worth exploring the possibility of launching ad sets that have not been previously tested. This allows us to uncover new opportunities and potentially tap into untapped audiences.
• We will relaunch ads and ad sets that have shown strong performance in the past. By leveraging successful past campaigns, we can potentially replicate their success and achieve positive results.
• We will conduct research to identify new interest-based audiences. This will help us expand our targeting options and reach a broader audience who may be interested in our offerings.",,"Summary

Overall Insights:

Agenda for the following month:

GDT PMAX:

""• We made updates to headlines, where we removed low perfromingn headlines and replaced it with other headlines.
• We are monitoring the new video launched""

""• We created another asset group keeping just the best perfromed audiences: Lawn Care & Gardening Supplies , House Plants , Landscape Design


""",,"Summary




Agenda for the following month:

"
GDT,Social,10-30-2024,PWX_GDT_Control_CBO_Circ,Changes made,"We have launched the top performed ad set ""PWX_GDT_Retargeting_NL/IP Lists"" with top performed creatives to test",,,10-30-2024,Jayanth,,,,,,,,
GDT,Bing,10-30-2024,PWX_GDT_RSA_Circ,Changes made,"We decreased the bid for the keywords: garden gate magazine by 2$ due to high CPA in alst 7 days,
We have paused the keyword: +garden +gate +magazine due to amount spent with no conv from last 30 days, and paused the keyword 
gardening magazines subscriptions due to high CPA.
We have paused the keywords:garden gate magazine gift subscription, garden gate customer service, due to low search volume.


",,,10-30-2024,Jayanth,,,,,,,,
GDT,Social,11-04-2024,PWX_GDT_Holiday Sale_Circ,Changes made,"We have pasued the high pacing ad sets ""PWX_GDT_Stacked_Social Engagement_Social Engagement LAL_Evergreen"".
In ad set ""PWX_GDT_LAL_Social_FB Fans"" we have paused the creatives 'Image_Nov24 Holiday Sale 2_Control', 'Image_Nov24 Holiday Sale 7_Control', due to amount spent.
In ad set ""PWX_GDT_LAL_Subscriber_Evergreen_Jun24"" we have paused the creatives 'Image_Nov24 Holiday Sale 2_Control', Image_Nov24 Holiday Sale 3_Control, due to amount spent with no conv.
In ad set :PWX_GDT_LAL_Purchasers_Evergreen: we have paused the creative' Image_Nov24 Holiday Sale 3_Control' due to high CPA,
In ad set ""PWX_GDT_LAL_Purchasers_Evergreen_Jun24"" we have paused the creative 'Image_Nov24 Holiday Sale 2_Control' due to high CPA
In ad set ""PWX_GDT_Competitors_Evergreen_Jun24"" we have paused the creative 'Image_Nov24 Holiday Sale 2_Control' due to high CPA",,,11-04-2024,Jayanth,,,,,,,,
GDT,Social,11-04-2024,PWX_GDT_Holiday Sale_ASC_Circ,Changes made,"In ad set ""PWX_GDT_Holiday Sale_ASC_Circ Ad Set"" we have paused the creative, 'Image_Nov24 Holiday Sale 27_Control', due to high CPA, and 'Image_Nov24 Holiday Sale 20_Control', Image_Nov24 Holiday Sale 19_Control ', Image_Nov24 Holiday Sale 7_Control, Image_Nov24 Holiday Sale 22_Control, Image_Nov24 Holiday Sale 18_Control, and 'Image_Nov24 Holiday Sale 23_Control, due to amount spent.",,,11-04-2024,Jayanth,,,,,,,,
GDT,Social,11-05-2024,PWX_GDT_Holiday Sale_Circ,Changes made,"In ad set ""PWX_GDT_LAL_Social_FB Fans"" we have paused the creative 'Image_Nov24 Holiday Sale 3_Control' due to high CPA,
In ad set ""PWX_GDT_LAL_Purchasers_Evergreen"" we have paused the creative 'Image_Nov24 Holiday Sale 2_Control', Image_Nov24 Holiday Sale 8_Control' due to amount spent with no conv,
",,,11-05-2024,Jayanth,,,,,,,,
GDT,Social,11-05-2024,PWX_GDT_Holiday Sale_ASC_Circ,Changes made,"In ad set ""PWX_GDT_Holiday Sale_ASC_Circ Ad Set"" we have paused the creative, 'Image_Nov24 Holiday Sale 21_Control"", due to high CPA, and paused the creatives 'Image_Nov24 Holiday Sale 24_Control', Image_Nov24 Holiday Sale 23_Control', due to amount spent.
",,,11-05-2024,Jayanth,,,,,,,,
GDT,SEM,11-05-2024,PWX_GDT_Holiday Sale RSA_Circ,Changes made,"We have increased the bid for the keyword:""gardening magazine"" by 2.04$ to rank on top of the page,
We have added new keyword: country gardens magazine, and garden gate subscription since this was the performing keywords and gave good conv in SQR.
We have decreased the bid for the unknown age and household income by 5% due to amount spent with no conv, and increased thebid for the femlae by 10%.

",,,11-05-2024,Jayanth,,,,,,,,
,,,,,,,,,,,,,,,,,
GDT,Social,11-06-2024,PWX_GDT_Holiday Sale_Circ,Changes made,"In ad set ""PWX_GDT_Competitors_Evergreen_Jun24"" we have paused the creative 'Image_Nov24 Holiday Sale 8_Control' due to amount spent with no conv,
Image_Nov24 Holiday Sale 6_Control, with high CPA, and cloned and relaunched the top performing creatives 'Image_Nov24 Holiday Sale 7_Control – Copy', and 'Image_Nov24 Holiday Sale 3_Control – Copy' to test.
In ad set ""PWX_GDT_LAL_Purchasers_Evergreen_Jun24"" we have paused the creative 'Image_Nov24 Holiday Sale 8_Control' due to high amont spent.
We have paused the adset ""PWX_GDT_LAL_Social_FB Fans"" and ""PWX_GDT_LAL_Subscriber_Evergreen_Jun24"" due to high CPA.

",,,11-06-2024,Jayanth,,,,,,,,
GDT,Social,11-06-2024,PWX_GDT_Holiday Sale_ASC_Circ,Changes made,"In ad set ""PWX_GDT_Holiday Sale_ASC_Circ Ad Set"" we have paused the creative 'Image_Nov24 Holiday Sale 17_Control', Image_Nov24 Holiday Sale 14_Control', Image_Nov24 Holiday Sale 5_Control', Image_Nov24 Holiday Sale 10_Control', 'Image_Nov24 Holiday Sale 6_Control, due to amount spent, and paused the creative 'Image_Nov24 Holiday Sale 9_Control', Image_Nov24 Holiday Sale 8_Control', Image_Nov24 Holiday Sale 25_Control', Image_Nov24 Holiday Sale 13_Control',due to high CPA.
And relaunched cloned the creatives which has performed well 'Image_Nov24 Holiday Sale 27_Control – Copy' and 'Image_Nov24 Holiday Sale 21_Control – Copy' to test.",,,11-06-2024,Jayanth,,,,,,,,
GDT,Social,11-07-2024,PWX_GDT_Holiday Sale_Circ,Changes made,"In ad set ""PWX_GDT_LAL_Purchasers_Evergreen"" we have paused the creative 'Image_Nov24 Holiday Sale 5_Control' due to amount spent with no conv,relaunched the top performing creative ""Image_Nov24 Holiday Sale 4_Control – Copy"", and 'Image_Nov24 Holiday Sale 3_Control – Copy'.
",,,11-07-2024,Jayanth,,,,,,,,
GDT,Social,11-07-2024,PWX_GDT_Holiday Sale_ASC_Circ,Changes made,"We have paused the high pacing creatives, and reduced the budget $300 to 100$ due to high CPA.",,,11-07-2024,Jayanth,,,,,,,,
GDT,SEM,11-07-2024,PWX_GDT_Holiday Sale RSA_Circ,Changes made,"We have paused the keyword: ""gardening magazine"" due to high CPA in last 3 days.
We have paused the ad group due to high CPA.
We have added the new headlines: Flash Sale - Limited Time Only.
",,,11-07-2024,Jayanth,,,,,,,,
GDT,Social,11-12-2024,PWX_GDT_Holiday Sale RSA_Circ,Changes made,"In ad set ""PWX_GDT_LAL_Purchasers_Evergreen"" we have paused the creative 'Image_Nov24 Holiday Sale 1_Control' due to amount spent with no conv. And relaunched the top performing creative 'Image_Nov24 Holiday Sale 4_Control to test.
In ad set ""PWX_GDT_Retargeting_Order Page Abandoners_Evergreen"" we have paused the creative 'Image_Nov24 Holiday Sale 5_Control' due to high CPA.
",,,11-12-2024,Jayanth,,,,,,,,
GDT,Social,11-12-2024,PWX_GDT_Holiday Sale_ASC_Circ,Changes made,"In ad set ""Image_Nov24 Holiday Sale 21_Control – Copy"" due to high CPA. Paused the due to high amount spent ""Image_Nov24 Holiday Sale 6_Control"", and ""Image_Nov24 Holiday Sale 12_Control.
And relaunched the top performing creatives.
",,,11-12-2024,Jayanth,,,,,,,,
GDT,Bing,11-12-2024,PWX_GDT_Holiday Sale RSA_Circ,Changes made,"We have reduced the bid for the high pacing keywords: gardening magazines subscriptions by 0.80$
making garden gate by 1.15$.
We have increased the bid for the keyword:garden gate magazineby $3 since this was the performing keyword given good no conv.
",,,11-12-2024,Jayanth,,,,Social(August 24),,SEM (August 24),,Bing(August 24)
GDT,Social,11-13-2024,PWX_GDT_Holiday Sale RSA_Circ,Changes made,"We have paused the ad ""PWX_GDT_LAL_Purchasers_Evergreen""  due to amount CPA with 1 conv.
In ad set ""PWX_GDT_LAL_Subscriber_Evergreen"" we have paused the creative 'Image_Nov24 Holiday Sale 7_Control' due to high CPA.
and launched the creative 'Image_Nov24 Holiday Sale 6_Control' to test.
",,,11-13-2024,Jayanth,,,,"Summary

Optimizations Insights:

""• In adset 'PWX_GDT_LAL_Purchasers_Evergreen_Jun24', we paused the creative 'PWX_GDT_Control_Evergreen_Video_V2 – Copy 4
 due to high cpa

""• In adset 'PWX_GDT_LAL_Purchasers_Evergreen_Jun24', we paused the creative 'Image_Sept23 Image 2_Control' due to high cpa and we launched the creative 'PWX_GDT_Control_Evergreen_Video_V2 – Copy 2'

• We have paused the Campaign due to the high amount spent with no conv from the last 7 days.

""In ad set """"PWX_GDT_Competitors_Evergreen_Jun24"""" we have paused the creative 'PWX_GDT_Control_Evergreen_Video_V3' due to high CPA, and launched the 'Image_Jun24 Image 6_Control' to test.
In ad set """"PWX_GDT_LAL_Purchasers_Evergreen_Jun24"""" we have paused the creative 'PWX_GDT_Control_Evergreen_Video_V2 – Copy 2' due to high CPA, and launched the creative 'PWX_GDT_Control_Evergreen_Video_V3' to test.
In ad set """"PWX_GDT_Retargeting_Order Page Abandoners_Evergreen"""" we have launched the creative 'PWX_GDT_Control_Evergreen_Video_V3' to test.

""In ad set """"PWX_GDT_Competitors_Evergreen_Jun24"""" we have paused the creative 'Image_Jun24 Image 6_Control' and 'Image_Jun24 Image 3_Control - Copy' due to the amount spent and relaunched the creative which performed well in this month'PWX_GDT_Control_Evergreen_Video_V2', and 'Image_GDT Mar Refresh V3_Control' to test.

""In ad set """"PWX_GDT_Competitors_Evergreen_Jun24"""" we have paused the creative 'Image_GDT Mar Refresh V3_Control' due to the high CPA from the last 3 days. Launched the creative 'Image_GDT Mar Refresh V3_Control – Copy' to test.
In ad set """"PWX_GDT_LAL_Purchasers_Evergreen_Jun24"""" we have paused the creative 'PWX_GDT_Control_Evergreen_Video_V3' due to high cpa in the last 7 days.
We have relaunched the ad set """"PWX_GDT_LAL_Subscriber_Evergreen_Jun24"""" with the top-performing creative 'PWX_GDT_Control_Evergreen_Video_V2 – Copy 4' and new creative 'PWX_GDT_Control_Evergreen_Video_V3' to test.""




Agenda for the following month:
• We will persist in making optimizations based on performance trends to continually improve the campaign's effectiveness and efficiency.
• It is worth exploring the possibility of launching ad sets that have not been previously tested. This allows us to uncover new opportunities and potentially tap into untapped audiences.
• We will relaunch ads and ad sets that have shown strong performance in the past. By leveraging successful past campaigns, we can potentially replicate their success and achieve positive results.
• We will conduct research to identify new interest-based audiences. This will help us expand our targeting options and reach a broader audience who may be interested in our offerings.",,"Summary

Overall Insights:

Agenda for the following month:

GDT PMAX:

""""• Under Ad SCheduling> we increased bids for days: 
• Using Auction Insights, we found Birds&Blooms.com website to have higher Impression share . Therefore we created a custom segment for this brand realted terms like > birds and blooms magazine, birds & blooms magazine, birds & blooms subscription , gardening subscription box etc.
 ""
• We paused Asset group 1 and Asset group2, we createda new asset group 3 with the best performed audience",,"Summary

""We have increased the bid for the keyword: garden gate magazine by 2.50$ which has performed well in the last 7 days, to get more clicks and conv
and increased the for the keyword: garden gatee by $1.80.
And paused the keyword: gardening magazines due to the high amount spent with no conv in the last 30 days.
We have increased the bid for the age: Unknown by 10%, and 50-64 by 5%, it has performed well and given conv within the Tcpa.
We have decreased the bid for the 65+ by -5% due to high CPA.
We have increased the bid for the Female by 10%.
We have increased the bid for the USA location by 5%""




"
GDT,Social,11-18-2024,PWX_GDT_Holiday Sale RSA_Circ,Changes made,"In the ad set ""PWX_GDT_Retargeting_Order Page Abandoners_Evergreen,"" we have paused the creative Image_Nov24 Holiday Sale 8_Control due to its high CPA.
and launched the creative 'Image_Nov24 Holiday Sale 6_Control' to test.
In ad set ""PWX_GDT_Competitors_Evergreen_Jun24"" we have paused the creative 'Image_Nov24 Holiday Sale 1_Control', 'Image_Nov24 Holiday Sale 3_Control', and 'Image_Nov24 Holiday Sale 7_Control', due to high CPA in the last 3 days,
We have launched the top performing ad set ""PWX_GDT_LAL_Purchasers_Evergreen"" with top performed creatives 'Image_Nov24 Holiday Sale 4_Control', and 'Image_Nov24 Holiday Sale 7_Control' to test.
",,,11-18-2024,Jayanth,,,,,,,,
GDT,Social,11-18-2024,PWX_GDT_Holiday Sale_ASC_Circ,Changes made,"In the ad set ""PWX_GDT_Holiday Sale_ASC_Circ Ad Set"" we have paused the creative 'Image_Nov24 Holiday Sale 27_Control - Copy' due to high CPA, and 'Image_Nov24 Holiday Sale 21_Control'.
And we have launched the top performed creative 'Image_Nov24 Holiday Sale 21_Control – Copy', and 'Image_Nov24 Holiday Sale 12_Control - Copy – Copy' to test.",,,11-18-2024,Jayanth,,,,,,,,
GDT,Social,11-19-2024,PWX_GDT_Holiday Sale RSA_Circ,Changes made,"We have paused the adset ""PWX_GDT_Retargeting_Order Page Abandoners_Evergreen"" due to high CPA in the last 7 days with 1 conv.
In ad set ""PWX_GDT_Competitors_Evergreen_Jun24"" we have paused the creative 'Image_Nov24 Holiday Sale 8_Control' due to the amount spent with no conv,
and cloned the the top performed creative 'Image_Nov24 Holiday Sale 2_Control – Copy' and launched to test.",,,11-19-2024,Jayanth,,,,,,,,
GDT,Social,11-19-2024,PWX_GDT_Holiday Sale_ASC_Circ,Changes made,"In the ad set ""PWX_GDT_Holiday Sale_ASC_Circ Ad Set"" we have paused the creative 'Image_Nov24 Holiday Sale 10_Control' due to the amount spent with no conv,
and 'Image_Nov24 Holiday Sale 12_Control - Copy 2' due to the amount spent.
We have launched the creative 'Image_Nov24 Holiday Sale 7_Control', 'Image_Nov24 Holiday Sale 4_Control', Image_Nov24 Holiday Sale 3_Control' to test.",,,11-19-2024,Jayanth,,,,,,,,
GDT,Social,11-22-2024,PWX_GDT_Holiday Sale_ASC_Circ,Changes made,We have changed the headline and primary text to pre cyber sale,,,11-22-2024,Jayanth,,,,,,,,
GDT,Social,11-22-2024,PWX_GDT_Holiday Sale RSA_Circ,Changes made,We have changed the headline and primary text to pre cyber sale,,,11-22-2024,Jayanth,,,,,,,,
GDT,SEM,11-22-2024,PWX_GDT_Holiday Sale RSA_Circ,Changes made,"The campaign is performing well to get still more conv, to rank on the top of the page we have increased the bids for the keywords.
[garden gate magazine] by 1.50$, 
[garden gate magazine subscription] by $3,
""+garden +gate +subscription"" by $0.80,
and paused the keyword due to low search volume [the garden magazine].
",,,11-22-2024,Jayanth,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Social(Sept 24),,SEM (Sept 24),,Bing (Sept 24),,
